segment,anomaly,predicted_anomaly,anomaly_score,anomaly_factors,mean,std,var,skew,kurtosis,diff_var,diff2_var,n_peaks
1061,0,1,3,mean=HIGH (1.118632 > 0.913808); diff_var=HIGH (0.006207 > 0.001651); diff2_var=HIGH (0.001765 > 0.000618),1.118631777777778,0.1069142718472014,0.0114306615246172,0.0745075002378667,-1.4629067992819371,0.0062066513915,0.0017647825733469,1
1062,0,1,3,mean=HIGH (1.013468 > 0.913808); diff_var=HIGH (0.006599 > 0.001651); diff2_var=HIGH (0.002636 > 0.000618),1.013468,0.1260682436127354,0.0158932020475999,-0.020306149092795,-1.1186436056824556,0.0065994919775555,0.0026358154681093,1
1063,0,1,3,mean=HIGH (0.956731 > 0.913808); diff_var=HIGH (0.005050 > 0.001651); diff2_var=HIGH (0.002054 > 0.000618),0.9567311,0.1157277190576656,0.0133929049582899,-0.1274217197918401,-1.2616981835018055,0.0050500958125432,0.0020544291871874,1
1064,0,1,3,mean=HIGH (1.073200 > 0.913808); diff_var=HIGH (0.006126 > 0.001651); diff2_var=HIGH (0.001643 > 0.000618),1.0731996666666666,0.1207953824283031,0.014591524416,-0.2416001856800854,-1.196258189794985,0.0061260842324843,0.0016426706801224,1
1065,0,1,3,mean=HIGH (1.044256 > 0.913808); diff_var=HIGH (0.007079 > 0.001651); diff2_var=HIGH (0.002647 > 0.000618),1.0442563,0.1337275157333373,0.0178830484642099,-0.0807023208525202,-1.1037120033668288,0.0070786993517777,0.0026474190116093,1
1067,0,1,3,mean=HIGH (0.978837 > 0.913808); diff_var=HIGH (0.006171 > 0.001651); diff2_var=HIGH (0.001609 > 0.000618),0.978837111111111,0.1122367244933121,0.0125970823249876,-0.2476783514536581,-1.0816306025741902,0.0061711838869999,0.0016088065587755,1
1069,0,1,3,mean=HIGH (0.972294 > 0.913808); diff_var=HIGH (0.008232 > 0.001651); diff2_var=HIGH (0.002245 > 0.000618),0.972293875,0.1220474838079809,0.0148955883038593,-0.3144547533797159,-1.0681684635962327,0.0082323458906938,0.002244967256,1
1071,0,1,3,mean=HIGH (1.013076 > 0.913808); diff_var=HIGH (0.007420 > 0.001651); diff2_var=HIGH (0.002430 > 0.000618),1.0130757777777777,0.1387979719582688,0.0192648770197283,-0.25925870703505,-1.14817442716746,0.0074201028029999,0.0024296411750612,1
1072,0,1,3,mean=HIGH (0.999193 > 0.913808); diff_var=HIGH (0.007507 > 0.001651); diff2_var=HIGH (0.003280 > 0.000618),0.9991931,0.1368290178693467,0.0187221801310899,-0.0939144232406851,-1.1140888504816122,0.0075068947017777,0.0032795445771874,1
1074,0,1,3,mean=HIGH (0.944422 > 0.913808); diff_var=HIGH (0.007696 > 0.001651); diff2_var=HIGH (0.001827 > 0.000618),0.9444215,0.1207115458624402,0.0145712773045,-0.4589645171220166,-0.8988221851344069,0.0076958297701224,0.0018274571863333,1
1075,0,1,3,mean=HIGH (1.001265 > 0.913808); diff_var=HIGH (0.007226 > 0.001651); diff2_var=HIGH (0.002678 > 0.000618),1.0012655,0.127744964815252,0.0163187760356499,0.1821682283890657,-1.4432474947342382,0.0072255501958765,0.0026782593839843,1
1076,0,1,3,mean=HIGH (0.926773 > 0.913808); diff_var=HIGH (0.008886 > 0.001651); diff2_var=HIGH (0.003053 > 0.000618),0.9267726666666668,0.1356730945414176,0.0184071885824444,-0.1602610669220878,-1.0715811352250944,0.0088860643736093,0.003053433397102,1
1078,0,1,3,mean=HIGH (0.974631 > 0.913808); diff_var=HIGH (0.006407 > 0.001651); diff2_var=HIGH (0.002219 > 0.000618),0.974631,0.1206337300361903,0.0145524968224444,-0.2266568249351691,-1.2073702416166705,0.0064071060661875,0.0022185119450612,1
1079,0,1,3,mean=HIGH (0.965158 > 0.913808); diff_var=HIGH (0.007168 > 0.001651); diff2_var=HIGH (0.002977 > 0.000618),0.9651579,0.1371953985018812,0.0188225773700899,-0.0635239832282414,-1.1749215903849235,0.0071680774200246,0.0029765796076874,1
1080,1,1,3,diff_var=HIGH (0.007573 > 0.001651); diff2_var=HIGH (0.011929 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.4740980078082192,0.4244955739358972,0.1801964922911667,0.2529213295848852,-1.43383027249795,0.0075728576342823,0.0119291437593097,2
1150,0,1,3,var=HIGH (0.239440 > 0.221845); diff_var=HIGH (0.006172 > 0.001651); diff2_var=HIGH (0.001410 > 0.000618),0.378057962962963,0.4893262657350624,0.2394401943382209,0.8693407469739924,-0.8200214203417562,0.0061721572135471,0.0014102484212307,1
1528,1,1,3,diff_var=HIGH (0.002558 > 0.001651); diff2_var=HIGH (0.004815 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1373248909523809,0.1627338350264434,0.0264823010624137,0.8628018540682961,-0.838264114340046,0.0025581903431275,0.0048150693377204,2
1530,1,1,3,diff_var=HIGH (0.001887 > 0.001651); diff2_var=HIGH (0.001967 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1031257920454545,0.1511129940140415,0.0228351369598877,1.1141460931128104,-0.4833934721516915,0.0018871528689717,0.001966960321945,2
1537,1,1,3,diff_var=HIGH (0.002095 > 0.001651); diff2_var=HIGH (0.002144 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1652215533333333,0.2090390848044957,0.0436973389759011,0.784135455331928,-1.0560975760865203,0.0020945160603604,0.002143944958446,2
1539,1,1,3,diff_var=HIGH (0.001750 > 0.001651); diff2_var=HIGH (0.004054 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.0570272741935483,0.0808193440709944,0.0065317663760657,0.9836163136228931,-0.7106208613418303,0.0017496293908246,0.0040535042588144,2
1559,1,1,3,diff_var=HIGH (0.007098 > 0.001651); diff2_var=HIGH (0.011519 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2934052052631579,0.3103055786969922,0.0962895521704752,0.5630724993382451,-1.2393315213855032,0.0070984102162616,0.0115185982241777,2
1560,1,1,3,diff_var=HIGH (0.004853 > 0.001651); diff2_var=HIGH (0.010029 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1779431342105263,0.2075873374443586,0.043092502667238,0.6670240450012493,-1.1577689894401022,0.0048525266953551,0.0100293916781916,2
1562,1,1,3,diff_var=HIGH (0.003110 > 0.001651); diff2_var=HIGH (0.008759 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.0493913877142857,0.0761888331670168,0.0058047382993515,1.2053314656627812,-0.1381914175731569,0.0031098550162385,0.0087585325303705,2
1567,1,1,3,diff_var=HIGH (0.008778 > 0.001651); diff2_var=HIGH (0.020040 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2530573447368421,0.2642157751684912,0.0698099758478867,0.5251729117770126,-1.278256619803714,0.0087776224665086,0.0200398003351572,2
1569,1,1,3,diff_var=HIGH (0.002813 > 0.001651); diff2_var=HIGH (0.007924 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.0524655129032258,0.0715796434098264,0.0051236453506779,1.0055337882352628,-0.5691958169555091,0.0028130171527793,0.0079240182180034,2
1582,1,1,3,diff_var=HIGH (0.003931 > 0.001651); diff2_var=HIGH (0.008076 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.224215259375,0.1871741424464408,0.0350341596005605,0.1746227390354663,-1.418410145236216,0.0039313498624295,0.008075905226518,2
1594,1,1,3,diff_var=HIGH (0.012269 > 0.001651); diff2_var=HIGH (0.028495 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.3023706285714285,0.2861258296182309,0.0818679903747209,0.4822160724615199,-1.2665140659803484,0.0122687447181804,0.0284954367795015,2
1601,1,1,3,diff_var=HIGH (0.002665 > 0.001651); diff2_var=HIGH (0.005580 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.0892727392857142,0.0773606885415987,0.0059846761316302,0.1334783203498327,-1.4251503022758751,0.0026645834259305,0.0055804441780165,2
1605,1,1,3,diff_var=HIGH (0.014983 > 0.001651); diff2_var=HIGH (0.038369 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.27070324225,0.282715346332219,0.0799279670517465,0.8074528625029034,-0.7854888984068671,0.014983119674075,0.0383685354764964,2
1610,1,1,3,diff_var=HIGH (0.017396 > 0.001651); diff2_var=HIGH (0.046501 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2222985774509803,0.3080866698485626,0.0949173961383772,1.0533804808736111,-0.4404618170167818,0.017396462436993,0.0465005591032741,2
1612,1,1,3,diff_var=HIGH (0.005724 > 0.001651); diff2_var=HIGH (0.012453 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2218382502,0.2397088811516309,0.0574603477029667,0.9217887731439734,-0.6232460295887932,0.0057240940265276,0.0124528972603798,2
1617,1,1,3,diff_var=HIGH (0.002759 > 0.001651); diff2_var=HIGH (0.007278 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1117575212121212,0.0965870963286402,0.009329067177198,-0.0527532562074492,-1.6753679344795345,0.0027587969128593,0.0072779907206237,2
1632,1,1,3,diff_var=HIGH (0.003939 > 0.001651); diff2_var=HIGH (0.005596 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2054630355932203,0.2995200903622365,0.0897122845306023,1.1075242440878377,-0.3748340244594694,0.0039393427865072,0.0055958993177589,2
1639,1,1,3,diff_var=HIGH (0.003360 > 0.001651); diff2_var=HIGH (0.006997 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2061118542372881,0.2230229566101222,0.0497392391751204,0.804516587021417,-0.7619284835430058,0.0033597282438827,0.0069968461077996,2
1641,1,1,3,diff_var=HIGH (0.007847 > 0.001651); diff2_var=HIGH (0.020776 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1948783812499999,0.2465284069145144,0.0607762554158083,0.9817396313419472,-0.5445896984313778,0.0078470531161295,0.0207762416046825,2
1653,1,1,3,diff_var=HIGH (0.001724 > 0.001651); diff2_var=HIGH (0.002960 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.0978961633333333,0.0649325876660991,0.0042162409410156,0.3019568614729687,-1.0747009385612698,0.001724262547868,0.0029598075705495,2
1659,1,1,3,diff_var=HIGH (0.004025 > 0.001651); diff2_var=HIGH (0.005873 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2939855269047619,0.2791443551828464,0.0779215710304471,0.3655400349131617,-1.4115793962099554,0.0040253736585103,0.0058731135196623,2
1664,1,1,3,kurtosis=HIGH (0.107954 > 0.085746); diff2_var=HIGH (0.001633 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.0319317052631578,0.0484993266543326,0.0023521846859236,1.260955170388785,0.1079537580961371,0.0008502896188627,0.0016332321735266,2
1694,1,1,3,diff_var=HIGH (0.002685 > 0.001651); diff2_var=HIGH (0.006334 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.144703274137931,0.1757038731890751,0.0308718510536426,0.811583290056551,-0.9603006935493535,0.0026846404912481,0.0063341299567784,2
1696,1,1,3,diff_var=HIGH (0.002044 > 0.001651); diff2_var=HIGH (0.004832 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.1111510257142857,0.159876514560915,0.0255604999081464,1.027739772679969,-0.6276608953148415,0.0020441398618776,0.0048322816850505,2
1698,1,1,3,diff_var=HIGH (0.003637 > 0.001651); diff2_var=HIGH (0.008809 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.233798219047619,0.2903117388764867,0.0842809057294893,0.7851635929664611,-1.0105092326694127,0.0036368617420585,0.0088086788293009,2
1702,1,1,3,diff_var=HIGH (0.006004 > 0.001651); diff2_var=HIGH (0.014201 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2627979173529411,0.3195797522836399,0.1021312180696726,0.7730757019961408,-1.0129065487719895,0.0060036475577601,0.0142014986575259,2
1708,1,1,3,diff_var=HIGH (0.011267 > 0.001651); diff2_var=HIGH (0.030045 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2961731813235295,0.3394961567563118,0.1152576404523062,0.7256883999804471,-1.0646063560078491,0.0112671999752035,0.0300452794942408,2
1719,1,1,3,diff_var=HIGH (0.045977 > 0.001651); diff2_var=HIGH (0.096160 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.3305022972222222,0.3860353880982205,0.1490233208641437,0.8167309088887424,-0.8658019684742184,0.0459774867592625,0.0961598527669834,2
1723,1,1,3,diff_var=HIGH (0.032813 > 0.001651); diff2_var=HIGH (0.065493 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.3123967329411765,0.3787079953971192,0.1434197457777045,0.7804584951090155,-1.1201544797274157,0.032812591443596,0.0654933051934442,2
1725,1,1,3,diff_var=HIGH (0.032128 > 0.001651); diff2_var=HIGH (0.058066 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.345782901,0.357453673205573,0.1277731284881566,0.8648094424724277,-0.7315644520171096,0.0321284715943241,0.0580657850742496,2
1726,1,1,3,diff_var=HIGH (0.085060 > 0.001651); diff2_var=HIGH (0.237017 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.3097762523809523,0.410672116785906,0.1686515875054168,0.7938081443067161,-1.1378673647947268,0.0850601132229089,0.2370171499536495,2
1727,1,1,3,diff_var=HIGH (0.075141 > 0.001651); diff2_var=HIGH (0.245656 > 0.000618); n_peaks=HIGH (2.000000 > 1.000000),0.2096417563157894,0.2833886002618492,0.0803090987583701,0.8477825721084358,-1.0596690417199894,0.0751413122050478,0.2456558421232697,2
1748,1,1,3,skew=HIGH (3.371883 > 2.405678); kurtosis=HIGH (11.276670 > 0.085746); n_peaks=HIGH (7.000000 > 1.000000),0.0019561374585635,0.0055230396271194,3.0503966722732216e-05,3.371883022056913,11.27666974468313,2.3982927769617725e-06,4.072985470676666e-06,7
1751,1,1,3,skew=HIGH (2.997559 > 2.405678); kurtosis=HIGH (8.145685 > 0.085746); n_peaks=HIGH (10.000000 > 1.000000),0.0008884300877192,0.0026279092082969,6.905906807051749e-06,2.9975585551584496,8.145684999064907,1.5558733407214077e-06,3.4083557837635295e-06,10
1,1,1,2,kurtosis=HIGH (0.631117 > 0.085746); n_peaks=HIGH (4.000000 > 1.000000),8.533143499999998e-07,1.8693001780627744e-05,3.4942831557055196e-10,0.5520522696354365,0.6311173662492302,1.2711755417075724e-10,2.9606660433502864e-10,4
22,1,1,2,kurtosis=HIGH (0.537473 > 0.085746); n_peaks=HIGH (6.000000 > 1.000000),-5.040148853641304e-06,1.5151888968130378e-05,2.2957973930255104e-10,-1.5093964027183435,0.5374727443578138,7.517321168711943e-12,1.5725877456716946e-11,6
80,1,1,2,kurtosis=HIGH (0.463470 > 0.085746); n_peaks=HIGH (2.000000 > 1.000000),6.674827876404496e-07,2.2666593167745932e-05,5.137744458321065e-10,-0.8369032610276442,0.4634700531724163,6.962235263410451e-11,2.020517843314645e-10,2
106,1,1,2,kurtosis=HIGH (0.366016 > 0.085746); n_peaks=HIGH (2.000000 > 1.000000),4.434545005617978e-06,1.3827704621552642e-05,1.9120541510090828e-10,0.0650394441445405,0.3660157247453517,4.330064134269116e-11,1.2931585249754594e-10,2
204,1,1,2,kurtosis=HIGH (0.209263 > 0.085746); n_peaks=HIGH (2.000000 > 1.000000),-3.685781908505749e-06,1.6903851297643795e-05,2.857401886928538e-10,-0.3298612649312685,0.2092634389330263,2.0540132316660936e-11,4.148774573169176e-11,2
219,0,1,2,diff_var=HIGH (0.005883 > 0.001651); diff2_var=HIGH (0.002133 > 0.000618),0.3608528227272727,0.4199034470720522,0.1763189048629917,0.6792455325622585,-1.1431892127341254,0.0058825465705772,0.0021332786692342,1
220,0,1,2,diff_var=HIGH (0.005948 > 0.001651); diff2_var=HIGH (0.001274 > 0.000618),0.3112935942307692,0.4372803090745716,0.1912140687043528,1.0581193615064777,-0.4778971165880192,0.0059475228494431,0.0012736127415499,1
221,0,1,2,diff_var=HIGH (0.006155 > 0.001651); diff2_var=HIGH (0.000683 > 0.000618),0.3243037282051282,0.389111370107935,0.1514076583472743,0.6962372892953352,-1.175040656181171,0.0061551413644568,0.0006831611902129,1
222,0,1,2,diff_var=HIGH (0.008302 > 0.001651); diff2_var=HIGH (0.001422 > 0.000618),0.3346076369565217,0.4639055781161887,0.2152083854073153,1.0520200455336757,-0.4392186993768341,0.0083020456995924,0.001421954744534,1
223,0,1,2,diff_var=HIGH (0.008598 > 0.001651); diff2_var=HIGH (0.001576 > 0.000618),0.3892984931578947,0.4536367965000238,0.205786343138804,0.6900828737916546,-1.137544296678708,0.0085984312924364,0.0015755016776703,1
224,0,1,2,diff_var=HIGH (0.007357 > 0.001651); diff2_var=HIGH (0.001310 > 0.000618),0.3450315762790698,0.4405686480450292,0.1941007336402248,0.8704003472354223,-0.8604123370743948,0.0073574874910956,0.0013098216654485,1
226,0,1,2,diff_var=HIGH (0.004738 > 0.001651); diff2_var=HIGH (0.000944 > 0.000618),0.311416119,0.3891626856216271,0.1514475958802373,0.9325899750155427,-0.7774550943978098,0.0047382589847658,0.0009437635268562,1
228,0,1,2,diff_var=HIGH (0.003656 > 0.001651); diff2_var=HIGH (0.000876 > 0.000618),0.3814267867924528,0.3939829189180873,0.1552225403992162,0.7518878206384643,-1.053717727077421,0.0036555428322251,0.0008763272115086,1
230,0,1,2,diff_var=HIGH (0.004014 > 0.001651); diff2_var=HIGH (0.001365 > 0.000618),0.4083336351851851,0.4137050337848999,0.1711518549789652,0.7902195809334135,-0.9475500890769504,0.0040143007342738,0.0013653422310492,1
232,0,1,2,diff_var=HIGH (0.005914 > 0.001651); diff2_var=HIGH (0.001116 > 0.000618),0.3414036744067796,0.4666631777935738,0.2177745215083967,1.1706982952525882,-0.1655150985577216,0.0059139308150739,0.0011156296748551,1
233,0,1,2,diff_var=HIGH (0.005583 > 0.001651); diff2_var=HIGH (0.001258 > 0.000618),0.3301816342553191,0.4190607365460928,0.1756119009145538,0.8571443185244781,-0.8688395739628665,0.0055830135973264,0.0012577909925762,1
236,0,1,2,diff_var=HIGH (0.005642 > 0.001651); diff2_var=HIGH (0.001242 > 0.000618),0.3203752488888889,0.4063613932374058,0.1651295819138455,0.8334046413384864,-0.9329654086726608,0.0056421610805163,0.0012418835314604,1
