segment,anomaly,predicted_anomaly,lof_score,mean,std,var,skew,kurtosis,diff_var,diff2_var,n_peaks
1708,1,1,-2.7966937532228253,0.2961731813235295,0.3394961567563118,0.1152576404523062,0.7256883999804471,-1.0646063560078491,0.0112671999752035,0.0300452794942408,2
1715,1,1,-2.748676775442097,0.157277114375,0.2410962747783119,0.0581274137119793,1.6609365486027905,1.3686948839035835,0.0166621535371518,0.0328770626716558,2
1087,1,1,-2.7476416172102254,0.206582197755102,0.2450660823404258,0.0600573847136843,1.3900337558749554,0.8904942499655539,0.0195292927092198,0.0620299476401521,2
1594,1,1,-2.6924805889425087,0.3023706285714285,0.2861258296182309,0.0818679903747209,0.4822160724615199,-1.2665140659803484,0.0122687447181804,0.0284954367795015,2
1764,0,1,-2.6643840734522595,0.0053113311945392,0.0056185995487254,3.1568660888938166e-05,0.5062466581173669,-1.2625628102752349,3.777504662102739e-06,1.1947242107331268e-05,41
1716,1,1,-2.6237870198471667,0.1207438866666666,0.1921324578806837,0.0369148813712727,1.641553285695747,1.5492519597542476,0.0144896053121577,0.0291916330387548,2
1352,1,1,-2.5806060353678997,-4.031308347826087e-06,1.6850983161294127e-05,2.839556335022182e-10,-0.3838735558993096,-0.4473788611046765,4.5974856608151415e-11,7.944306839406918e-11,1
1057,1,1,-2.564472638296452,0.9324502307692306,0.1376354073050378,0.0189435053440236,-0.2751094935546195,-0.758602169817812,0.0110157297148055,0.0226070197899008,1
1610,1,1,-2.5167433618362867,0.2222985774509803,0.3080866698485626,0.0949173961383772,1.0533804808736111,-0.4404618170167818,0.017396462436993,0.0465005591032741,2
7,0,1,-2.502864585860707,2.9907951973684204e-06,1.9605420855101433e-05,3.8437252690564615e-10,-0.0782942495914141,-0.736378555471322,3.793821108523652e-13,6.80787912571573e-13,1
1723,1,1,-2.462913838559613,0.3123967329411765,0.3787079953971192,0.1434197457777045,0.7804584951090155,-1.1201544797274157,0.032812591443596,0.0654933051934442,2
1605,1,1,-2.43632155324146,0.27070324225,0.282715346332219,0.0799279670517465,0.8074528625029034,-0.7854888984068671,0.014983119674075,0.0383685354764964,2
1760,0,1,-2.3792013277298887,0.0058061053918495,0.0061611218267481,3.795942216403236e-05,0.456636419778863,-1.4183006386479506,2.414923776414465e-06,6.739055136939431e-06,37
587,1,1,-2.3731169319924423,-1.5552824307692304e-05,1.7779597705584385e-05,3.1611409457242145e-10,-0.5134175414095293,-1.3762819913374904,2.56451577609813e-12,4.187942810283249e-12,1
1725,1,1,-2.3564516303735776,0.345782901,0.357453673205573,0.1277731284881566,0.8648094424724277,-0.7315644520171096,0.0321284715943241,0.0580657850742496,2
738,0,1,-2.346571809210185,5.8247679382608684e-06,1.2567071969244788e-05,1.5793129788017808e-10,-0.427683253996218,-0.4981263729232585,8.537799565288146e-13,5.600998989774679e-13,1
1751,1,1,-2.3219501551661756,0.0008884300877192,0.0026279092082969,6.905906807051749e-06,2.9975585551584496,8.145684999064907,1.5558733407214077e-06,3.4083557837635295e-06,10
1080,1,1,-2.3218421607433806,0.4740980078082192,0.4244955739358972,0.1801964922911667,0.2529213295848852,-1.43383027249795,0.0075728576342823,0.0119291437593097,2
1567,1,1,-2.2755809427306284,0.2530573447368421,0.2642157751684912,0.0698099758478867,0.5251729117770126,-1.278256619803714,0.0087776224665086,0.0200398003351572,2
1641,1,1,-2.2634177385520005,0.1948783812499999,0.2465284069145144,0.0607762554158083,0.9817396313419472,-0.5445896984313778,0.0078470531161295,0.0207762416046825,2
326,1,1,-2.2630992151447207,1.1632235745454546e-05,1.9991383538821774e-05,3.9965541579627424e-10,-0.494615983032901,-1.3301979863939783,3.459806799001585e-13,8.015032109244782e-13,1
524,1,1,-2.203119768195972,-9.060793025641027e-07,1.8385384675202978e-05,3.3802236965518836e-10,-0.5720569282504939,1.3072800937575595,1.1502601279965743e-10,3.3490310849049857e-10,2
1714,1,1,-2.1883551685455,0.1686966702702702,0.1532947159260577,0.0234992699308507,1.774506032761746,2.061673923482986,0.0123628284698218,0.0277270563253853,3
1646,1,1,-2.183327610910599,0.1866468684722222,0.2400060450451865,0.0576029016582321,1.2742384118361552,0.1971409960131613,0.009520890442412,0.0256100828615575,3
1765,0,1,-2.1640285003576354,0.0042542876836158,0.0053292756184073,2.840117861695113e-05,0.7956672621718277,-0.9422392906544044,2.2545406097813023e-06,6.425841215060795e-06,34
1442,0,1,-2.1632279950650966,-4.14206e-06,6.102281848792303e-06,3.723784376210001e-11,-0.0437934010465207,-1.568410787237514,8.79472065428639e-12,2.7691651948305562e-12,1
1804,1,1,-2.1221694087998837,2.3139875663461534e-05,2.994431585632745e-05,8.966620521035037e-10,-1.1793362184602392,0.1449144505661888,3.143740975919186e-11,6.136023996396869e-11,2
2000,1,1,-2.0987924650781444,2.7018313387096777e-06,1.8716783027737724e-05,3.503179669074109e-10,0.3768986283623968,0.2751138813205216,1.9377831669650744e-10,5.680516372283762e-10,3
1757,0,1,-2.0928455561599266,0.0067836747582697,0.0080440068902085,6.470604684972213e-05,0.6264848910401246,-1.2601894965859133,1.8879748574178567e-06,5.035608191360101e-06,33
1923,0,1,-2.0835798656744715,-4.10145635e-07,1.4487319598460646e-05,2.0988242914794188e-10,0.0814749198792672,-1.5656047217867588,2.483317388742372e-11,1.2475265937971984e-11,1
31,1,1,-2.0564604963576008,3.98613059798995e-06,1.1937066279345267e-05,1.4249355135748187e-10,0.3714784956999048,-1.09267254842308,3.387310865985416e-12,7.259268003026522e-12,1
106,1,1,-2.055670036201381,4.434545005617978e-06,1.3827704621552642e-05,1.9120541510090828e-10,0.0650394441445405,0.3660157247453517,4.330064134269116e-11,1.2931585249754594e-10,2
639,1,1,-2.0494576906577575,-3.1841948042253533e-06,1.4846849591360064e-05,2.204289427884685e-10,-0.727004881188215,1.1270384665511024,2.113084331428511e-11,6.160664904323941e-11,3
1997,1,1,-2.044836158061948,-3.710702432432433e-05,6.6453817670581475e-06,4.416109882994887e-11,0.3522458095427211,-1.2837920932162326,6.504589866820991e-12,1.3006116853142864e-11,1
1559,1,1,-2.0319595870401272,0.2934052052631579,0.3103055786969922,0.0962895521704752,0.5630724993382451,-1.2393315213855032,0.0070984102162616,0.0115185982241777,2
1702,1,1,-2.0278033826132917,0.2627979173529411,0.3195797522836399,0.1021312180696726,0.7730757019961408,-1.0129065487719895,0.0060036475577601,0.0142014986575259,2
655,1,1,-2.0117931178917074,-6.692731736111111e-06,1.8224359136038657e-05,3.321272659193155e-10,-0.3566094040618849,-1.4834366482452193,1.061075175674281e-11,2.6610210197258298e-11,1
2,1,1,-2.00400467540113,-3.639396266247381e-06,2.5448938316810553e-05,6.476484614528283e-10,0.4256322649450154,-1.2436105409484075,1.4893834768968185e-12,3.004752494170574e-12,1
1357,1,1,-1.9841616769207466,-6.186182333333333e-06,1.846346900463227e-05,3.4089968768501656e-10,0.4470030046905356,-1.254778529775978,1.8566245010338655e-10,3.132243399847063e-10,1
1458,0,1,-1.9733767547386158,-6.835098266666668e-06,6.159833627694896e-06,3.794355032088086e-11,-0.1852895316930353,-1.5404893989768518,7.467457297098916e-12,2.2797894293791713e-12,1
543,1,1,-1.9526930249890395,1.7732934666666664e-06,1.9242358552453637e-05,3.7026836266118555e-10,-0.3659438821829003,-0.6502014844788238,1.2121689248481508e-11,2.3086684372882396e-11,1
1811,1,1,-1.9477883288572346,3.1775917642857136e-06,2.200037666104531e-05,4.840165732278672e-10,0.3932562302724324,0.1832392950011208,1.4781280346737346e-10,4.0483056789630175e-10,6
235,1,1,-1.9468170129052116,0.0514718814814814,0.1327053005075895,0.0176106967828096,2.705066235608958,6.167141894914868,0.0141764224068184,0.0319037527611136,1
9,1,1,-1.9400643196748066,4.173000953307394e-07,1.316587048161408e-05,1.73340145538637e-10,0.3059972421010178,-0.8595242578461675,1.1309735970453785e-12,2.510246914573329e-12,1
1134,1,1,-1.9392895549475804,0.0285457028571428,0.0527278922924982,0.0027802306256092,2.8087235736316587,6.36860453909374,0.0033779692030725,0.0076860028319158,1
239,1,1,-1.9220869105147738,1.3516306296629211e-05,1.1673229080429956e-05,1.362642771641956e-10,-0.1159155953764605,-1.723559954205966,3.1607714349578378e-12,6.66968590218358e-12,3
126,1,1,-1.9169388928381406,5.918951968085106e-06,2.297550353635096e-05,5.278737627488753e-10,-0.3122210302439409,-0.7192408572686344,1.3338099666014122e-12,1.6164980112962534e-12,1
1841,0,1,-1.9047025715387895,5.266696842105262e-06,2.3211703660705995e-05,5.38783186832432e-10,-0.0010668980575964,-1.1664914653093736,7.050749958060988e-11,9.641678045811074e-12,1
1107,1,1,-1.8944316649531827,0.4392512988636364,0.3275793835848466,0.107308252549828,-0.3320659989231767,-1.6980839078701928,0.002110077400591,0.0005099748749047,1
1356,0,1,-1.8812605836107554,1.0673751818181811e-06,2.3126448528368477e-05,5.348326215352766e-10,-0.0277644966539589,-1.5542387994928757,4.6098651218782206e-11,4.649486982513798e-12,1
808,0,1,-1.866083993713255,-1.4177318130434786e-05,2.367285654077507e-05,5.604041368001171e-10,0.0149016593883217,-1.5433275963945676,1.1144918980800216e-11,1.6737964287616864e-12,1
972,1,1,-1.8596963799667237,0.0650250148148147,0.0416457059280332,0.0017343648222442,-0.7440926871781989,-1.1453537547406063,4.591552004865635e-05,0.0001073137522324,6
1469,0,1,-1.8500215904364676,-3.4632599999999997e-06,2.6330115247308157e-05,6.932749689365294e-10,0.0124823730339332,-1.5370375263022926,9.985834503754844e-11,1.3392215312080001e-11,1
1152,1,1,-1.8461925736311504,0.4541684613846155,0.433760317408069,0.1881480129579487,0.1254413191886094,-1.8588134788229729,0.0042276400468654,0.0008685887829187,1
1825,0,1,-1.829635730039378,1.0621028e-05,2.4297531380807928e-05,5.90370031201346e-10,-0.483824391135453,-1.1960223534020469,6.679440461783047e-11,1.1300595867409878e-11,1
2008,1,1,-1.819270525511912,5.071793023255815e-06,2.094403355259346e-05,4.3865254145216057e-10,-0.3634894945104616,-1.3948281468525303,1.665746959804739e-11,1.1186018187480787e-11,1
1013,1,1,-1.8161489726089939,2.2971141389430895e-05,1.876758609158947e-05,3.522222877052225e-10,-0.1315884693354403,-1.6890383647252398,7.576284930157188e-11,1.691306576035517e-10,3
1789,0,1,-1.8012832739719713,0.2191326145828295,0.2705580052265533,0.0732016341921716,0.7479213703975356,-1.102868214822334,1.009549233612494e-05,9.73514217339636e-06,5
204,1,1,-1.7942242690621888,-3.685781908505749e-06,1.6903851297643795e-05,2.857401886928538e-10,-0.3298612649312685,0.2092634389330263,2.0540132316660936e-11,4.148774573169176e-11,2
1413,0,1,-1.7844206873708242,-1.0561675e-06,1.9115121076707016e-05,3.653878537771687e-10,-0.0205194307434107,-1.542776751127891,6.042205494312889e-11,1.0070888122953058e-11,1
1612,1,1,-1.7806284561837724,0.2218382502,0.2397088811516309,0.0574603477029667,0.9217887731439734,-0.6232460295887932,0.0057240940265276,0.0124528972603798,2
817,1,1,-1.7732098491081725,0.2048790297222222,0.1195931940725526,0.0143025320684752,-0.4581231553042595,-1.038821291345387,0.0011978455971786,0.0003605443282318,3
1560,1,1,-1.7694069256623934,0.1779431342105263,0.2075873374443586,0.043092502667238,0.6670240450012493,-1.1577689894401022,0.0048525266953551,0.0100293916781916,2
1415,0,1,-1.7654440395881843,-3.348e-07,2.130079502362324e-05,4.5372386863841246e-10,-0.0080746661021721,-1.5346215945496693,7.370879508087556e-11,1.0019145011540816e-11,1
1793,1,1,-1.760542925728928,0.2147262847301587,0.2468755310988406,0.0609475278553346,0.6025396940366631,-1.3228339964852194,1.915308884249297e-05,1.584993959665543e-05,5
1184,0,1,-1.758401255993848,-1.7754537586206897e-05,7.479271794525442e-06,5.593950657638383e-11,-0.7107633780122471,-0.3341481487616362,5.486589178550567e-13,8.011322910038748e-13,1
1023,0,1,-1.7310207782082732,5.001179967826087e-06,1.3560477969818027e-05,1.8388656276992006e-10,-0.1736775658327947,-0.9050359809427836,8.374187183243384e-13,6.03788944840144e-13,1
1028,0,1,-1.7283568737366664,2.030941347868021e-06,5.4861937486875306e-06,3.0098321848138136e-11,-0.8676263451285092,-0.1957690582623708,2.433418605950656e-13,6.176364177850106e-13,1
578,1,1,-1.718596527493779,-2.014020322222222e-06,1.2558009661708036e-05,1.5770360666355238e-10,-0.5798384008818683,0.3510213755271127,2.1560049877531808e-11,4.28479428937504e-11,2
2103,1,1,-1.7047463602622819,-3.996852105263158e-06,2.335838166240019e-05,5.456139938863535e-10,0.2518932435218229,-1.3668593099923123,3.279732835178728e-10,8.968802441512062e-10,2
549,1,1,-1.7042976291645786,-3.9004963190184033e-07,1.132638983899521e-05,1.2828710678489393e-10,0.3860086622677174,3.2706862452997605,5.654995904113586e-11,1.6829117419127134e-10,2
1755,0,1,-1.7013755011477492,0.0069024162555066,0.0088696731290361,7.867110141594502e-05,0.8916003737077699,-0.7757522297933437,2.2195194257227378e-06,6.549791892099559e-06,26
1463,0,1,-1.696471454793461,-2.449007142857143e-07,1.1014123435512542e-05,1.213109150527066e-10,-0.959817631308233,-0.2620062724524605,1.8645321526474557e-11,4.423471892163889e-12,1
1874,0,1,-1.684025389832149,7.14805125e-06,1.6854018957423357e-05,2.8405795501718596e-10,-0.0753246633973588,-1.5224313964553466,4.8505979810106656e-11,1.4891549265538773e-11,1
148,1,1,-1.6816762090339132,-4.5592841352331605e-06,9.450840536825864e-06,8.931838685251097e-11,-0.0802138211690207,-1.0864755103792196,8.505806167758712e-13,1.7097043972953108e-12,1
80,1,1,-1.6781531561722567,6.674827876404496e-07,2.2666593167745932e-05,5.137744458321065e-10,-0.8369032610276442,0.4634700531724163,6.962235263410451e-11,2.020517843314645e-10,2
95,1,1,-1.6764581858808754,4.147243346368715e-06,2.5060457859220593e-05,6.28026548113771e-10,-0.2064508289548608,-0.8749599126935235,1.0047557932407453e-11,1.9378686908980858e-11,1
252,1,1,-1.6723902915795215,-1.4161443183636364e-05,1.1193836899603948e-05,1.253019845349349e-10,-0.5770658795043755,-0.6812758866147495,1.6467550732406722e-12,4.350491923002146e-12,7
1758,0,1,-1.6714647247698042,0.0198691726378896,0.0204384377790718,0.0004177297388489,0.4472767283804079,-1.3946600903449955,2.688012230529327e-06,7.410407693977833e-06,9
134,1,1,-1.6677652517481225,-1.858890735195531e-06,1.377359776917283e-05,1.8971199550696274e-10,-0.3417235842882896,-0.1270711579261507,3.4929054383756886e-11,6.974969863866063e-11,2
1749,0,1,-1.6675622944447177,0.0025328346551724,0.0052923363349774,2.800882388252213e-05,1.8873628900642243,2.0480905118760404,1.8360055417993083e-06,5.2362606008145835e-06,15
714,0,1,-1.6652105509760262,7.505539878048776e-07,1.4780633336626554e-05,2.1846712183179619e-10,-0.3093538922792547,-0.8110488306902548,5.779214270601507e-13,6.635987864605235e-13,1
74,1,1,-1.6616653771648005,5.308426963350783e-07,1.4806305398487297e-05,2.1922667955327403e-10,0.1034148049537675,-1.2258996184457776,2.3301479842640575e-12,3.773585642967591e-12,1
1744,1,1,-1.6591268867239648,0.0144868138303341,0.020209286326733,0.0004084152538358,2.0933690366620645,5.278897727533565,1.3493682204236084e-05,1.82171820475323e-05,3
1030,0,1,-1.6554179701036595,9.700201382022473e-06,4.993276879003842e-06,2.4932813990394343e-11,-0.899547976072169,-0.2071155135168982,2.314641656361817e-13,6.177408178203163e-13,1
1903,0,1,-1.6490401137643036,4.259462857142858e-06,2.431497449253074e-05,5.912179845724205e-10,0.0887406693718939,-1.2509562757985204,6.3119591944975e-11,1.064181379881662e-11,1
1787,0,1,-1.6404363563022546,0.1133664913704206,0.1566576465680672,0.0245416182282454,0.9857321188331712,-0.6809965219583227,6.51707321435217e-06,8.601531144472373e-06,5
129,1,1,-1.6395822516564889,-3.199592545945946e-06,2.388337214487905e-05,5.704154650107844e-10,-0.0044808091943833,-0.91979361008989,1.6594510109712626e-11,3.2602290545641697e-11,2
1756,0,1,-1.6383673327140076,0.0010056391695501,0.0019419773250054,3.771275930835297e-06,1.7757485233755204,1.955150505546948,1.5997390750055556e-06,4.670002520554008e-06,15
445,0,1,-1.6357238484885777,-2.194139007843137e-05,1.227212905787537e-05,1.50605151613149e-10,-0.613929616897912,-1.1314487787689194,2.252079380609151e-13,6.014457538898122e-13,1
1845,0,1,-1.632938685050209,7.639572299999999e-06,2.321156249293684e-05,5.387766333635124e-10,-0.2896369727556007,-0.811626578056055,5.795962052227714e-11,1.3222761210218729e-11,1
1837,0,1,-1.6293307876250438,5.033332631578954e-07,1.9157655675120412e-05,3.6701577096647324e-10,0.0714728130761725,-1.4298944216016969,4.557072252253822e-11,9.249150112489645e-12,1
1189,1,1,-1.623937804622536,1.7082065914285715e-05,9.910475546826776e-06,9.821752556425152e-11,-0.4288631144022721,-0.5491065799633299,6.582765186853374e-11,1.9545278953215686e-10,19
1331,1,1,-1.6233116079904177,9.328747833333332e-06,8.800288852210185e-06,7.744508388233486e-11,-0.379687427285944,0.0149506472740763,6.875057260211896e-11,2.0977276709844407e-10,9
1,1,1,-1.6165852046805451,8.533143499999998e-07,1.8693001780627744e-05,3.4942831557055196e-10,0.5520522696354365,0.6311173662492302,1.2711755417075724e-10,2.9606660433502864e-10,4
8,1,1,-1.6117217985824506,1.5204373149999998e-06,1.2854177816387116e-05,1.652298873352987e-10,0.5987550414758036,-0.1114814980954337,1.989722057280419e-11,5.946671994860804e-11,3
172,0,1,-1.6101491556833054,-3.4845312088627445e-06,1.323850922088372e-05,1.7525812639142322e-10,-0.9846450845881158,-0.5598356107346052,2.9998411059476733e-13,7.726466666449263e-13,1
1659,1,1,-1.6065047891518567,0.2939855269047619,0.2791443551828464,0.0779215710304471,0.3655400349131617,-1.4115793962099554,0.0040253736585103,0.0058731135196623,2
870,1,1,-1.6052143234321776,0.0317755771653543,0.0398192053455338,0.0015855691143497,0.6975896393810567,-1.1287458985243588,5.665676360000001e-05,0.0001178727007572,4
1823,0,1,-1.5998122180850707,1.4558575999999996e-05,2.529644753560021e-05,6.399102579213738e-10,-0.3203345234872126,-1.3928137700410066,7.021084271423546e-11,8.992438487888888e-12,1
1800,1,1,-1.598093426503538,-8.375030533783784e-06,2.5181929233242363e-05,6.341295599080263e-10,0.1570950353432822,-1.0635554134401008,5.1147784565706985e-11,1.3438547390688562e-10,5
818,1,1,-1.5927327625426642,0.148468412,0.1016723492453929,0.0103372666010771,-0.117785994334754,-1.5366964779858847,0.0032325992288362,0.0069414157385772,1
518,1,1,-1.5883449203243059,1.4988065863874345e-06,1.4542349154824592e-05,2.1147991894082755e-10,-0.3033768049381009,-0.8426148860731448,1.2673488661483195e-11,3.591918076492065e-11,1
446,1,1,-1.5879705852460124,1.0027554398039216e-05,2.2244073033982656e-05,4.947987851411544e-10,-0.0608868908741885,-1.2030433114404222,4.711994827072925e-12,9.190753074738548e-12,1
1820,0,1,-1.583673603423745,1.1673439999999998e-05,2.2852643999742403e-05,5.222433377789625e-10,0.0047203013499478,-1.5283387300750322,8.801346935840002e-11,2.3717392219663272e-11,1
1753,0,1,-1.583150620433614,0.0241365539863325,0.0221838258598813,0.0004921221297815,0.2924174938369938,-1.4533534419544392,3.1608217829429216e-06,8.672923437457205e-06,12
340,0,1,-1.5799967668272141,0.3481960707843137,0.3695275670675663,0.1365506228228747,0.4741476248224503,-1.4478991002212191,0.0007186080528659,0.0001054319962543,3
322,1,1,-1.5776873872173856,1.6642899749326924e-05,1.8370207369641117e-05,3.3746451880361675e-10,-0.3099380484185569,-0.4720169656041499,1.6893681166777756e-11,4.8192431358366997e-11,3
213,0,1,-1.5755851805064383,1.6091926896629212e-05,2.475452260940263e-05,6.127863896194258e-10,-0.7743515936701686,-0.4079492594322289,3.7564557837939115e-13,8.149785373562236e-13,1
1617,1,1,-1.5729048486081125,0.1117575212121212,0.0965870963286402,0.009329067177198,-0.0527532562074492,-1.6753679344795345,0.0027587969128593,0.0072779907206237,2
308,0,1,-1.5723263332259572,9.70062569120288e-07,2.4648223945356537e-05,6.07534943660447e-10,0.0696862449451976,-1.429153650071261,2.938779648264758e-13,6.069300451398873e-13,1
1582,1,1,-1.570621658656583,0.224215259375,0.1871741424464408,0.0350341596005605,0.1746227390354663,-1.418410145236216,0.0039313498624295,0.008075905226518,2
1475,0,1,-1.568847466105001,-4.838498799999999e-06,9.559470899990364e-06,9.138348388776257e-11,-0.8524753911987477,-0.3064034190132885,1.1421639278173058e-11,1.926139006413254e-12,1
739,0,1,-1.5683250518465137,-3.4561206309523817e-06,1.852139513639007e-05,3.430420777982938e-10,0.0149870118747622,-1.260610161708513,2.1525125974324915e-12,8.213435432635971e-13,1
882,1,1,-1.566624926625472,0.0823982205729166,0.0639902936662952,0.0040947576834987,-0.0621602977121008,-1.4090643775336635,9.096234388929424e-05,0.00022623628193,4
1382,0,1,-1.5648723808837923,-1.0016336363636364e-06,1.4663696022265808e-05,2.1502398103341403e-10,-0.0123990845287442,-1.5307090750263543,1.8826849215650795e-11,2.2062174623000004e-12,1
907,1,1,-1.5608888875258409,0.0381997561904761,0.0335625142981748,0.0011264423660151,0.124028133336559,-1.668169040115447,4.1249355846162166e-05,0.0001080577698818,10
852,1,1,-1.5596162507715712,0.0640333413294797,0.0527448569740288,0.0027820199372107,-0.0075191643429144,-1.408737874998834,3.903862271489806e-05,8.809883726078364e-05,5
1213,1,1,-1.5587822568930412,-3.0813996666666667e-06,1.1671035221837717e-05,1.3621306314937654e-10,0.122915380600928,-1.001771248694541,4.063657245602996e-11,7.725926456209438e-11,2
1616,0,1,-1.5573662641316917,0.3100938827586207,0.240002665330111,0.0576012793655573,-0.0911596016570482,-1.5151173429762668,0.0023601239857777,0.0005303663422094,1
1698,1,1,-1.5521774962360788,0.233798219047619,0.2903117388764867,0.0842809057294893,0.7851635929664611,-1.0105092326694127,0.0036368617420585,0.0088086788293009,2
1849,0,1,-1.5419123467781959,9.3147705e-06,2.0865315765223028e-05,4.3536140198246465e-10,-0.240263013700924,-0.8456062829225561,5.0103726964350144e-11,1.6501617157555548e-11,1
1840,0,1,-1.5414183400645647,-1.944846e-06,2.3958760113530732e-05,5.740221861777112e-10,0.0975984012597577,-1.300950961383643,7.036494553891239e-11,1.2118481816991946e-11,1
1962,0,1,-1.5382522086890924,-1.4710129803921568e-05,1.634246908677522e-05,2.6707629585220366e-10,-0.5294902028210347,-1.1195103832864548,2.4823652879945205e-12,9.2274385189249e-13,1
300,1,1,-1.537841040667284,2.1439372010199994e-06,1.0114210423987988e-05,1.0229725250070725e-10,0.2590925391163488,-1.249226146118187,1.3076830573515456e-12,2.797619988192444e-12,2
1330,1,1,-1.5366153082186307,4.012197567567569e-07,1.171868842910297e-05,1.3732765849839184e-10,-0.0483469403282189,-1.0915364475788902,2.006976543584308e-11,3.3568852567120576e-11,2
1885,0,1,-1.5354946338079831,8.724665238095236e-06,2.617388678797477e-05,6.850723495897201e-10,-0.0177762242534491,-1.2382120663942415,7.108656298494999e-11,1.095134538844543e-11,1
464,1,1,-1.53337365772733,-4.447216589041096e-06,2.0222319458849945e-05,4.0894220429578106e-10,0.1460355115778962,-1.0053744562468685,7.849178437575183e-12,1.6104291712436322e-11,2
539,1,1,-1.532960338923576,-4.545543016304348e-06,1.9569598056129303e-05,3.8296916807845974e-10,-0.0723660286092291,-0.7126271169461913,1.295919393467186e-11,2.5482486892953148e-11,2
1865,0,1,-1.5328115329714815,7.505479499999998e-07,1.0507838771071168e-05,1.1041467563882646e-10,-0.3075632591689468,-1.3809027976280437,1.2942283031652892e-11,2.018875332601617e-12,1
77,0,1,-1.5309316750926718,-6.273053140331491e-06,1.4523676759708843e-05,2.1093718662050679e-10,0.0179007956267788,-1.3798790827668337,5.328779836742249e-12,1.5160421130533637e-11,11
644,0,1,-1.5288971638994342,3.9801516989451485e-06,1.427411863298664e-05,2.037504627485764e-10,-0.1215493521610279,-1.1224664446690489,2.597408708751861e-13,6.702875840977898e-13,1
1947,1,1,-1.5257937194018933,-1.0565160971428572e-05,1.6353940742013132e-05,2.6745137779327707e-10,-0.3254217182725709,-1.000596273947046,4.1912034935684154e-11,8.022784782124378e-11,3
729,0,1,-1.5210529228376788,5.19717555284553e-06,1.3848960943850354e-05,1.9179371922429248e-10,0.010173639549422,-1.2790640700051636,7.480970230750285e-13,7.884265503727892e-13,1
565,1,1,-1.5188883016057158,5.5683021404494385e-06,1.3875308320764436e-05,1.925241809962748e-10,-0.0766151774366022,-1.182139523138756,9.552801721496108e-13,1.5646166713174177e-12,1
